Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na ride on the train	49
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like that kitty	65
emotion	rejection	like	n't	could	could	I	I	Mother	oh is I could n't like quite figure it out oh a pompom	24
emotion	rejection	want	n't	did	do	we	we	Mother	and we did n't want him pulling up on something and then tipping it over	24
emotion	rejection	want	n't	does	do	he	he	Mother	no he does n't wan na eat that	24
emotion	rejection	want	n't	did	do	baby	baby	Mother	and she was tired and she wanted to sleep and the baby did n't wan na sleep	26
emotion	rejection	like	n't	do	do	you	you	Mother	but you do n't like it this way do you	26
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want a drink	26
emotion	rejection	want	n't	do	do	something	something	Mother	Thomas when you do n't want something put it down nicely or just say no thank you	26
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like it	24
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like it	24
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like them	24
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like it	24
emotion	rejection	like	not	NONE	NONE	you	you	Mother	would you not like to have a bath	24
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want one	24
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	24
emotion	rejection	want	n't	does	do	Eddie	Eddie	Mother	Eddie does n't wan na come	24
emotion	rejection	want	n't	does	do	Eddie	Eddie	Mother	Eddie does n't wan na come and picnic in the woods with Mama	24
emotion	rejection	want	n't	do	do	I	I	Target_Child	momma I do n't want a little bite	58
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want any rice on the floor	58
emotion	rejection	want	n't	do	do	I	I	Mother	I said I do n't want any on the floor	58
emotion	rejection	like	n't	do	do	you	you	Mother	and you are going to bed early cause you do n't like to get up in the morning	58
emotion	rejection	like	n't	do	do	Chi	Chi	Mother	Chi do n't like to get up	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want no more	58
emotion	rejection	want	n't	do	do	baby	baby	Target_Child	baby do n't want that	21
emotion	rejection	want	n't	does	do	she	she	Mother	she does n't want it	21
emotion	rejection	want	n't	do	do	you	you	Mother	not if you do n't want her to said Grover's mommy	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go to bed	36
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like children who cry	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na put them there	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want this one down	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like that	36
emotion	rejection	like	not	NONE	NONE	NONE	NONE	Mother	not like it	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na do a poo	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	36
emotion	rejection	want	not	NONE	NONE	you	you	Mother	do you not want any of those darling	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na change him	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like any Mama	36
emotion	rejection	want	n't	does	do	that	that	Target_Child	that does n't want any	36
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na do that	57
emotion	rejection	want	n't	do	do	they	they	Mother	because they take well you do n't wan na be one	57
emotion	rejection	want	n't	did	do	Daddy	Daddy	Target_Child	Daddy did n't wan na get off	31
emotion	rejection	want	n't	did	do	that	that	Target_Child	that 's mean I did n't wan na swim	31
emotion	rejection	want	n't	did	do	you	you	Mother	oh you did n't want me to help you with that	22
emotion	rejection	want	n't	do	do	you	you	Mother	oh you do n't wan na read this one	22
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want anyone arguing in the street you might get run over	22
emotion	rejection	want	not	NONE	NONE	NONE	NONE	Mother	oy do you not wan na look at another book	24
emotion	rejection	want	not	NONE	NONE	duck	duck	Mother	the duck not want the book	24
emotion	rejection	want	not	NONE	NONE	he	he	Mother	does he not want it	24
emotion	rejection	want	n't	does	do	cat	cat	Mother	no the cat does n't want a bot_bot	24
emotion	rejection	want	n't	does	do	cat	cat	Mother	the cat does n't want a bot_bot	24
emotion	rejection	want	n't	do	do	NONE	NONE	Mother	do n't want none	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want this	14
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like this either huh	14
emotion	rejection	want	n't	would	will	I	I	Mother	I knew you would n't wan na draw	14
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na read the book with me	14
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na read the book	14
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like to draw I know that	14
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want them to go leavin	43
emotion	rejection	want	n't	did	do	I	I	Mother	I 'll open it later oh wow he did n't want it	43
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like medicine	29
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want to	29
emotion	rejection	want	not	NONE	NONE	you	you	Mother	do you not wan na do it with a colored pencil	29
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like them	29
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like the birds	29
emotion	rejection	want	n't	do	do	we	we	Mother	we do n't want a Barbie_doll do we	29
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like Barbie_dolls	29
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want to	29
emotion	rejection	want	n't	do	do	I	I	Target_Child	no I do n't want Mary either	33
emotion	rejection	want	n't	do	do	you	you	Father	you do n't want Mary	33
emotion	rejection	want	n't	do	do	I	I	Target_Child	cause I do n't wan na	33
emotion	rejection	want	n't	do	do	you	you	Father	you do n't wan na get sick	33
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like it	59
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like it much either	59
emotion	rejection	like	n't	do	do	he	he	Mother	yeah no wonder he do n't like it	59
emotion	rejection	want	n't	do	do	I	I	Mother	but I do n't wan na be a princess	59
emotion	rejection	want	n't	do	do	I	I	Mother	so I did n't feel like I wanted to confuse it any more with the cage cause I do n't want her to think that her crib is a cage	20
emotion	rejection	want	n't	do	do	I	I	Mother	I said not to touch the tape cause we do n't wan na take it off and I might have said	20
emotion	rejection	want	n't	did	do	I	I	Target_Child	I did n't want a filling but my mom kept pushing them and I haf ta take it out Monday and eat candy	60
emotion	rejection	want	n't	did	do	I	I	Target_Child	I did n't want them but I still have a filling	60
emotion	rejection	want	n't	do	do	you	you	Mother	and you do n't wan na be still eating your breakfast when they arrive do you	29
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want them spilling on the floor	29
emotion	rejection	want	n't	do	do	I	I	Target_Child	cause I do n't want it out	45
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want that	13
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na walk right now	13
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like strawberry	48
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like strawberry	48
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like it	48
emotion	rejection	want	n't	do	do	you	you	Target_Child	you do n't want this one	48
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like lettuce anyway	24
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na do the flowers	24
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na wake her up	24
emotion	rejection	want	n't	do	do	I	I	Mother	when you go to today I do n't wan na hear you crying cause I 'll be very cross	29
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want that one	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	because I do n't wan na be like a nurse	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na be like a nurse	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want that	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na come there	30
emotion	rejection	want	n't	do	do	I	I	Mother	shall we just have it like that because I do n't wan na tear it	30
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't wan na play that one	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na play with that	30
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like that	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want eggs	30
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't wan na play	30
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't wan na do this now	30
emotion	rejection	like	not	NONE	NONE	it	it	Mother	it 's not like what	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	cause I do n't wan na	61
emotion	rejection	want	n't	do	do	I	I	Target_Child	cause I do n't wan na play with you	61
emotion	rejection	like	n't	do	do	rest	rest	Target_Child	the rest of you do n't like hard boiled eggs but I do	35
emotion	rejection	like	n't	would	will	I	I	Target_Child	I would n't like it	56
emotion	rejection	want	no	NONE	NONE	NONE	NONE	Target_Child	no wan na	21
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	59
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na be a firefighter	59
emotion	rejection	want	n't	do	do	I	I	Target_Child	mm I do n't wan na	59
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na do that either	59
emotion	rejection	want	n't	do	do	I	I	Target_Child	I I do n't wan na	59
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na do that either	59
emotion	rejection	want	n't	did	do	he	he	Mother	he did n't come out because he did n't wan na	25
emotion	rejection	want	n't	did	do	he	he	Mother	he did n't want the rain on his nice clean engine	25
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want no cookie then	30
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't wan na	30
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want play with these any more	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na play with those any more	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want the chair	24
emotion	rejection	want	not	NONE	NONE	I	I	Target_Child	I not wan na have a sleep	29
emotion	rejection	want	not	NONE	NONE	I	I	Target_Child	I not want one	29
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like you climbing on me	29
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na go outside	24
emotion	rejection	want	not	NONE	NONE	you	you	Mother	do you not wan na go out and play	24
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like slugs	24
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want it	14
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want it	14
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na make another picture	14
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want a dinner	31
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want your dinner	31
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want my dinner	31
emotion	rejection	want	n't	does	do	NONE	NONE	Mother	does n't want any dinner	31
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want your soup	31
emotion	rejection	want	n't	does	do	she	she	Mother	she does n't want any soup	31
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like it all mixed together	31
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want it all mixed up	31
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want my carrots mixed with my broccoli	31
emotion	rejection	want	n't	does	do	he	he	Mother	daddy says he 's going to play football and he does n't want any tea because he 's going to go to the chip shop	31
emotion	rejection	want	n't	do	do	sheep	sheep	Mother	these sheep do n't wan na stand up Anne on the carpet	31
emotion	rejection	want	n't	does	do	he	he	Target_Child	he does n't want his	31
emotion	rejection	want	n't	does	do	he	he	Target_Child	he does n't want it	31
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want it after you 've had it in your mouth	31
emotion	rejection	want	n't	do	do	I	I	Target_Child	I I do n't want me to go into the doctor	54
emotion	rejection	like	not	NONE	NONE	you	you	Mother	do you not like Boo	36
emotion	rejection	like	n't	did	do	you	you	Mother	and you did n't like Monsters_Inc did you	36
emotion	rejection	like	n't	did	do	we	we	Mother	we did n't like the Italians did we	36
emotion	rejection	want	n't	do	do	we	we	Target_Child	we do n't wan na stay	36
emotion	rejection	like	n't	do	do	we	we	Mother	we do n't like them do we	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want it	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like this book	36
emotion	rejection	like	n't	do	do	you	you	Father	you do n't like that one	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	but I do n't like it	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want it	36
emotion	rejection	want	n't	did	do	you	you	Mother	I 'll remember that you said you did n't want anything today	38
emotion	rejection	like	n't	do	do	I	I	Target_Child	cause I do n't like her	38
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like it	38
emotion	rejection	like	n't	do	do	people	person	Mother	people do n't like fighting	38
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na do this	38
emotion	rejection	like	n't	do	do	NONE	NONE	Target_Child	do n't like it	38
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want that	38
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na read	38
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want it	38
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	24
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na sleep in	24
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like sheeps	24
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like sheeps	24
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like red	24
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like having to the	24
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like Swww and Afwww	24
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like them and ships	24
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like chickens	24
emotion	rejection	like	n't	do	do	NONE	NONE	Target_Child	do n't like chicks	24
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like him	33
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like him	33
emotion	rejection	like	n't	do	do	NONE	NONE	Mother	do n't like my clown	33
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want you to write on that	33
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want me to pinch you	33
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na kill the elephant	65
emotion	rejection	want	n't	do	do	one	one	Target_Child	and that one does n't have it so they do n't wan na turn that one to jewelry	65
emotion	rejection	want	n't	do	do	I	I	Mother	I guess they do n't wan na eat the plant part they just want the bark	65
emotion	rejection	like	not	NONE	NONE	NONE	NONE	Target_Child	not like Mummy	38
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want it	38
emotion	rejection	want	n't	did	do	I	I	Mother	I did n't want that green bit in it	38
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want them to see it	38
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want them to see this belt	38
emotion	rejection	want	n't	do	do	I	I	Mother	but careful honey I do n't want you to fall	18
emotion	rejection	want	n't	do	do	we	we	Mother	why do you honey do n't throw the bowls if you do n't want to play with them we 'll put them away	18
emotion	rejection	want	n't	does	do	he	he	Mother	he does n't want to be a witness to all this violence	18
emotion	rejection	want	n't	do	do	you	you	Mother	honey you do n't want to break it	18
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go	37
emotion	rejection	want	n't	do	do	you	you	Target_Child	you do n't wan na okay jump off	37
emotion	rejection	like	not	NONE	NONE	you	you	Father	you 're not like you were	39
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like it in	67
emotion	rejection	like	n't	do	do	NONE	NONE	Target_Child	do n't like toast	22
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na hear about what people do n't like	22
emotion	rejection	like	n't	NONE	NONE	you	you	Father	Laura you wo n't like it	22
emotion	rejection	want	n't	do	do	NONE	NONE	Mother	do n't want it	22
emotion	rejection	like	n't	did	do	she	she	Mother	she did n't like her whistling	33
emotion	rejection	want	n't	does	do	Cathy	Cathy	Mother	oh I 'm sure Cathy does n't wan na see that	33
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want it	33
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want it	33
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like that snake	30
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like that snake	30
emotion	rejection	like	n't	do	do	I	I	Target_Child	no I do n't like him	30
emotion	rejection	like	n't	do	do	me	me	Target_Child	me do n't like it	30
emotion	rejection	want	n't	do	do	you	you	Mother	watch the way you drive Chi you do n't wan na knock over any barriers do you	56
emotion	rejection	want	n't	do	do	we	we	Mother	well let 's just watch out though we do n't wan na hurt it	56
emotion	rejection	want	n't	do	do	you	you	Mother	now you do n't wan na play with the animals	24
emotion	rejection	want	not	did	do	Pascal	Pascal	Mother	Pascal did not wan na leave his balloon behind so the conductor rang the signal bell and the bus went on without him	55
emotion	rejection	want	n't	do	do	you	you	Mother	no you do n't want those darling	24
emotion	rejection	like	n't	does	do	she	she	Mother	but she does n't like them to be undressed which is funny cause some kids are really into the diaper thing	24
emotion	rejection	want	n't	do	do	I	I	Target_Child	no I do n't wan na drink it and I do n't wan na chew gum	43
emotion	rejection	want	n't	do	do	I	I	Target_Child	no I do n't wan na drink it and I do n't wan na chew gum	43
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	51
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like actually says em	51
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want one	51
emotion	rejection	want	n't	does	do	Laura	Laura	Father	Jwww Laura does n't want hers	51
emotion	rejection	want	n't	do	do	I	I	Target_Child	but I do n't want my leaves	51
emotion	rejection	want	n't	do	do	you	you	Father	you do n't want socks	25
emotion	rejection	want	n't	do	do	I	I	Father	I do n't want	25
emotion	rejection	want	n't	do	do	I	I	Father	I do n't want you to do that	25
emotion	rejection	want	not	NONE	NONE	NONE	NONE	Target_Child	not want quiet	55
emotion	rejection	want	n't	do	do	I	I	Target_Child	but I do n't wan na look at it	55
emotion	rejection	want	n't	do	do	I	I	Target_Child	no I do n't wan na play	55
emotion	rejection	want	n't	do	do	we	we	Mother	we do n't want it to be boring	55
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na do this when you 're talking	55
emotion	rejection	want	n't	do	do	I	I	Target_Child	because I do n't wan na	55
emotion	rejection	want	n't	do	do	I	I	Target_Child	because I do n't wan na	55
emotion	rejection	want	n't	do	do	I	I	Target_Child	cause I do n't want to oh o	55
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want drawing on the back of my neck	55
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want drawing all on the back of my neck	55
emotion	rejection	want	n't	did	do	I	I	Mother	so really if I did n't wan na pay I could just drive off	55
emotion	rejection	like	n't	did	do	I	I	Mother	but I did n't like it when I tried to get away without paying	55
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na upset the cow otherwise it might not make any milk	55
emotion	rejection	want	n't	do	do	NONE	NONE	Mother	do n't want any more dear	26
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want any	21
emotion	rejection	want	n't	do	do	you	you	Father	pick up anything you do n't want me to throw away	47
emotion	rejection	want	n't	did	do	you	you	Mother	because you did n't wan na go at first	54
emotion	rejection	want	not	NONE	NONE	NONE	NONE	Mother	so do you really not want that sandwich	54
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na sandwich	54
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want the wheels squeak if I put some oil in	54
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na do that thank you	54
emotion	rejection	like	n't	do	do	I	I	Target_Child	cause I do n't like them	54
emotion	rejection	want	not	NONE	NONE	you	you	Mother	do you not want these sweets	54
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like them sometimes	54
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like it	54
emotion	rejection	like	n't	did	do	you	you	Mother	I thought you said you did n't like them	54
emotion	rejection	like	n't	did	do	I	I	Mother	I thought you did n't like them	54
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like that	23
emotion	rejection	want	n't	does	do	she	she	Mother	she does n't wan na put this shirt on	23
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like this one with the wobbly arms Anne	23
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like that	23
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like that	23
emotion	rejection	like	n't	do	do	do	do	Target_Child	my do n't like to have it on	30
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like this one	26
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	26
emotion	rejection	want	n't	do	do	you	you	Mother	in other words you do n't wan na put puzzle back together	26
emotion	rejection	want	n't	do	do	I	I	Target_Child	mm I do n't want you to	27
emotion	rejection	like	n't	do	do	I	I	Mother	Eve I do n't like that noise	27
emotion	rejection	want	n't	do	do	NONE	NONE	Father	do n't wan na have a loose saddle	27
emotion	rejection	want	n't	did	do	her	her	Target_Child	her did n't wan na	27
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na help	27
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want	37
emotion	rejection	like	n't	do	do	we	we	Mother	no we do n't like it we get upset	37
emotion	rejection	want	n't	do	do	I	I	Target_Child	Mama I do n't wan a tell the whole story	45
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan a tell the whole story	45
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want Jasper to play with it	24
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want you to just take them	24
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want that box there	24
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want Snoopy to sleep on top of the other doggy	26
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like to keep them in there	26
emotion	rejection	want	n't	did	do	driver	drive	Target_Child	my bus driver did n't want me to tell anybody about it	60
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want any	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want any	30
emotion	rejection	like	not	do	do	do	do	Target_Child	I do not like Dimitra at all	34
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like Dimitra at all	34
emotion	rejection	want	n't	do	do	do	do	Target_Child	my do n't want to	33
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na do that do you not	20
emotion	rejection	want	n't	do	do	we	we	Mother	we do n't want too much water	20
emotion	rejection	like	not	NONE	NONE	NONE	NONE	Mother	not like our bath	20
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na do that	20
emotion	rejection	want	n't	do	do	I	I	Mother	but I do n't wan na hear the siren	35
emotion	rejection	like	n't	did	do	she	she	Mother	she did n't like being told to go away	35
emotion	rejection	want	n't	do	do	we	we	Mother	we do n't want noise at breakfast	35
emotion	rejection	want	n't	do	do	you	you	Mother	are you sure you do n't want some milk on your Cornflakes Thomas	35
